#Table1
ra,dec,z
244.15702,0.10129088,0.0814922
177.81319,-0.1751031,0.0814926
159.70407,0.31193628,0.08149279
197.14761,-0.03814046,0.08149488
230.76834,0.32105904,0.08149504
199.28818,-0.95782963,0.08149713
198.57289,0.31263699,0.08149739
149.67279,-0.44755657,0.08149754
197.14913,0.037211102,0.08149845
203.99421,2.2225812,0.08149983
167.05798,0.063996563,0.08150022
198.32899,0.58177013,0.08150077
232.00013,2.2031252,0.0815066
199.99746,0.95216238,0.08150776
232.5277,1.8699495,0.08151051
230.39055,2.4721106,0.08151208
198.35422,-0.075476177,0.0815141
177.40906,-1.360708,0.08151474
201.54315,0.085535639,0.08151768
196.74529,2.3609633,0.08151875
199.85954,-0.8395196,0.08152135
190.57513,0.86728179,0.08152342
179.74559,-0.7343831,0.08152597
125.38268,1.2102302,0.08152726
201.73155,0.69731024,0.08152754
196.68275,0.69563046,0.08152773
235.39653,-1.0139068,0.08152831
196.80346,2.1587077,0.08152889
151.02769,1.8694806,0.08153173
200.10445,-1.2014564,0.08153353
180.72279,1.664793,0.08153497
233.31039,1.0267602,0.0815399
160.13672,2.489359,0.08154158
196.74786,-1.1149761,0.08154684
195.23254,1.0419846,0.08154812
197.99566,-1.4169562,0.08154839
197.99461,-1.0134847,0.0815488
203.48853,2.3023203,0.08155123
195.19765,1.0181344,0.08155257
199.96621,1.0148159,0.08155429
198.49422,0.023104556,0.08155919
235.04007,-0.77753003,0.08156122
243.6959,-1.0775014,0.08156317
200.80159,-0.015871678,0.0815639
210.01742,1.9094667,0.08156533
202.92687,1.4958842,0.08156715
195.7691,-0.19817464,0.08156759
160.68043,0.37379928,0.08156775
219.383,0.060818755,0.08157265
194.92775,-0.97478363,0.0815746
230.40377,2.4530889,0.081576
191.76914,1.7999114,0.08158071
149.91503,1.0995292,0.08158107
203.67267,0.52764481,0.08158594
197.30968,-1.1549621,0.08158669
189.56388,1.1375888,0.08158755
195.28365,1.0338324,0.08158807
198.64484,0.30085626,0.0815919
231.42467,0.57831573,0.08159247
194.57806,-1.4790709,0.08159424
187.59691,-1.3128124,0.08159877
223.49891,1.2485816,0.08159987
198.29502,-0.73299579,0.08160174
192.54351,-0.40053504,0.08160398
197.57954,-0.97158022,0.08160563
180.22123,0.81380898,0.0816094
230.54637,1.9947502,0.08160993
149.81173,1.137477,0.08161071
232.95402,1.5238203,0.08161193
195.27051,1.0744663,0.08161724
199.72225,-1.2118034,0.08161739
190.43061,1.5779508,0.08162005
149.24124,0.57340293,0.08162058
192.36659,-1.4867214,0.08162585
210.78951,0.036512254,0.08162592
199.69243,-0.44331704,0.08162839
196.98488,-1.4648009,0.08162944
195.22734,1.1473677,0.0816319
143.21436,2.3574806,0.08163374
230.75191,0.31861772,0.08163816
234.03078,0.94835276,0.08163959
201.99705,-0.060023223,0.0816408
233.82564,1.202855,0.08164288
191.24193,0.45474235,0.08164438
201.70418,-0.22665928,0.08164672
218.44193,-1.0723208,0.08164681
197.16544,0.1023108,0.08164962
202.49874,1.0849736,0.08165411
180.98801,0.33202331,0.08165723
194.51103,0.30446724,0.08166071
179.58979,-1.4584278,0.08166218
230.6061,0.86619238,0.08166296
160.11414,2.2643399,0.08166806
232.89942,1.5437784,0.08166869
178.00212,0.28492288,0.08166928
199.05217,-0.039663786,0.08167136
196.89687,1.7634633,0.08167637
192.53731,-0.65385319,0.08167644
192.66984,-0.88691434,0.08167755
182.83423,-1.065979,0.08167756
188.38744,2.2957541,0.08167776
167.43636,1.0597349,0.08168007
188.43608,1.8771774,0.08168053
197.69916,-0.19550388,0.08168091
237.25772,-0.74256088,0.08168125
196.97012,0.11845071,0.08168172
201.7322,0.37563531,0.08168224
197.28432,0.017719074,0.08168452
180.55524,0.018623784,0.08168501
149.72257,1.2131929,0.08168808
153.7477,0.084820416,0.08168874
204.06418,-0.67311546,0.08169301
149.89469,1.0887094,0.08169474
195.27369,0.7584192,0.08169575
199.80733,-0.9877377,0.08169714
231.93855,2.2266247,0.08169799
167.23481,0.70080277,0.08169953
199.56754,0.32772747,0.08170173
188.42647,2.1369345,0.08170241
195.63108,-1.2745915,0.08170459
199.9013,-0.96495066,0.08170553
192.10044,-0.73124508,0.08170933
149.72234,1.0209702,0.08171165
189.84692,-0.6083132,0.0817141
183.50559,2.2868014,0.08171453
201.2042,-0.0098729989,0.08171897
198.49846,-1.4909921,0.08172408
191.0843,0.75423192,0.08172774
191.69889,2.0547323,0.08172837
197.18969,0.77677084,0.08172844
199.68124,1.8613265,0.08172865
232.51938,1.9386289,0.08173626
230.60907,2.3671209,0.08173694
183.53529,2.3093288,0.08173849
230.66735,1.8533899,0.0817404
192.05095,0.31276526,0.08174095
196.71646,0.69051172,0.08174192
149.69482,1.0628803,0.08174226
150.26525,1.5151545,0.08174367
210.21432,-0.18711667,0.08174746
193.5846,-0.11591536,0.08175024
219.23503,-0.4630016,0.0817531
179.72674,-1.2366763,0.08175502
199.13318,-0.81437095,0.08175541
194.84361,1.4434358,0.08175554
160.84801,0.35426088,0.08175586
192.35527,-0.60245173,0.08175617
193.49626,1.1290703,0.08175835
210.6672,1.7717386,0.08175891
230.44803,1.9104317,0.08176241
199.63233,0.37293078,0.08176243
190.0916,1.045595,0.08176454
192.32596,-0.55222643,0.08176467
193.18524,0.5501115,0.0817664
190.71083,-1.0778071,0.0817673
198.43033,0.55925827,0.08176951
192.38851,-1.4777669,0.08176997
201.70201,0.57217527,0.08177008
160.08433,-0.16292267,0.08177026
195.42998,0.85965262,0.08177456
199.06703,0.30869384,0.08177474
180.99827,2.437643,0.08177479
199.70243,-0.89263995,0.08177792
168.37488,1.7457653,0.081778
152.65489,1.0266972,0.08177959
198.06466,-0.9305405,0.0817799
230.63374,0.84684833,0.08178027
187.66452,-1.4949572,0.08178247
180.40971,1.1826614,0.08178359
199.60454,-0.74713759,0.08178464
198.58936,0.32447651,0.0817907
200.74628,1.221848,0.08179151
176.69713,-1.3261231,0.08179189
232.54947,-1.0043485,0.08179204
193.1915,0.50944414,0.08179382
199.83186,-0.87993052,0.08179429
232.38013,1.8480906,0.08179584
234.83194,-0.88820874,0.08180004
199.70828,2.0450108,0.08180518
200.90088,-0.33403352,0.08180794
158.47686,-1.0157902,0.0818151
191.70388,-0.62247341,0.0818157
183.70976,-0.73750226,0.08181598
200.6985,-0.23138798,0.08181835
201.24812,-0.077867065,0.08181988
205.55259,2.2498522,0.08182032
241.25006,-0.87690273,0.08182219
197.23768,-0.74427542,0.08182288
195.34489,0.82989458,0.08182372
233.57504,0.29350302,0.08182812
180.58551,1.1984958,0.08182873
193.64813,-0.18292625,0.08183044
196.76219,-1.1030328,0.08183071
230.67063,0.90355856,0.08183116
180.46565,1.1634831,0.08183175
199.84124,0.16882431,0.08183207
202.56586,2.350145,0.08183344
188.68445,1.7665484,0.08183505
190.79805,-0.89570016,0.08183572
232.02802,2.2399131,0.08183879
198.1488,0.22630712,0.08184123
149.45614,-0.26945756,0.08184298
201.84113,1.3614206,0.08184381
191.22382,1.4744849,0.08184476
191.89166,0.54461702,0.08184645
191.10978,0.77830088,0.08185157
148.14636,0.24905748,0.08185273
232.85728,0.080423547,0.08185304
230.68057,0.92670317,0.08185434
183.93427,-0.99735403,0.08185484
181.2198,-0.98750285,0.08185522
199.8191,-0.91700515,0.08186449
188.35221,1.9433357,0.08186491
218.02178,-1.4135169,0.08186525
149.0197,-0.23986022,0.08186871
192.13644,-1.0376776,0.08187259
180.16283,-0.49481585,0.08187429
182.20098,1.9797302,0.08187561
243.36772,0.81855878,0.08187652
183.55187,-0.98873406,0.08187691
230.93224,0.84129395,0.08187728
203.75505,-0.86636679,0.08187931
180.70368,0.69148054,0.08188177
190.78493,1.8434149,0.08188269
199.1281,0.98171818,0.08188421
231.42904,0.23507562,0.08188514
191.35889,0.97673039,0.08188791
183.60693,-0.94774014,0.08189056
226.10109,2.3441749,0.08189174
184.38961,2.2000582,0.08189213
199.66955,-0.37472221,0.08189316
180.40768,1.1979732,0.08189387
234.26992,-0.81759365,0.08189596
188.91194,1.8202923,0.08189753
200.4452,1.2374885,0.08189836
191.77422,-0.64032305,0.08189951
188.70464,2.3749188,0.08189955
197.8854,0.38393122,0.08190007
149.55554,0.56103672,0.08190168
148.21834,-0.27664619,0.08190352
188.9898,2.0453761,0.08190541
218.14104,-1.4371626,0.08190543
199.96495,0.93036796,0.08190598
199.25597,-0.74389012,0.08190707
197.01635,2.1035006,0.0819092
232.65388,1.7672176,0.08191149
202.14961,0.3221347,0.0819137
190.53438,0.91553248,0.08191594
184.58545,2.2178884,0.08191603
200.60376,1.5827174,0.08191609
149.23177,0.52699946,0.08192272
231.97806,0.22388702,0.08192585
198.49062,-1.2120485,0.08192692
147.72208,1.3199044,0.08192752
215.0873,-0.99299411,0.08192842
191.06048,0.10955195,0.08192886
180.8682,0.060088573,0.08192924
184.10676,1.8749767,0.08193172
192.31021,-1.3590599,0.08193175
234.32515,-0.51094944,0.08193211
192.05452,-0.34966966,0.08193276
183.47399,-1.2314363,0.08193589
192.24971,-0.32233085,0.0819373
191.86598,-0.60206702,0.08193831
182.90518,-1.0447637,0.0819401
194.7522,-0.14785634,0.0819416
198.93503,-1.4354463,0.08194298
195.24384,0.83798379,0.08194392
169.15284,2.4953896,0.08194689
201.53054,0.16146772,0.08194725
210.74569,0.039133342,0.08195076
212.49697,-0.37737849,0.08195096
200.04211,0.50159508,0.08195111
219.40691,0.076197147,0.08195259
199.93733,-0.97312591,0.08195518
196.69799,0.68886511,0.08195776
200.13128,-1.4714017,0.08195888
200.80984,-0.22099648,0.08196013
142.38395,1.5470569,0.08196378
168.28411,1.82369,0.08196461
191.58699,-0.36522434,0.08196591
168.55365,1.980673,0.08196823
127.03063,0.57975734,0.08196835
204.56481,0.065501613,0.08197466
197.32941,-0.67414566,0.08197818
195.20265,1.018403,0.08197936
198.09585,-1.4240376,0.08198328
183.43378,-0.50041547,0.08198547
182.49326,-1.0064931,0.08198832
200.212,0.99742442,0.08199167
181.9298,-0.90719087,0.08199313
159.9042,2.2704964,0.08199729
165.60341,-0.41922884,0.08199831
159.95353,0.30908913,0.08199852
177.77913,-0.77102404,0.08199915
214.16762,1.8537142,0.08200232
159.74264,0.24990883,0.08200337
230.70455,1.7942271,0.08200373
193.22692,0.47932546,0.08200587
196.79911,-0.024673409,0.0820087
201.84585,1.2665581,0.08200905
181.29964,-0.40960522,0.08200929
143.8545,-0.0064585293,0.08200945
200.88926,2.3942212,0.08201084
200.71312,0.74836061,0.08201098
199.98873,1.0429704,0.08201976
182.12174,-0.6880106,0.08202125
230.36465,2.4020894,0.08202377
192.07522,1.0534947,0.08202548
180.38347,0.95919107,0.08202603
183.29078,2.4696434,0.08202877
191.00237,0.65674921,0.08203045
219.09635,-0.5847876,0.08203113
195.18766,1.135986,0.0820327
210.54596,0.54058868,0.08203767
199.89511,0.26856444,0.08203792
243.37969,0.81351933,0.08204021
200.65333,-0.14055077,0.08204105
236.00136,-1.3064129,0.08204212
205.38026,2.034387,0.08204322
180.37668,1.2137324,0.08204459
200.76967,-0.2849242,0.08204828
191.68009,-0.71035537,0.08205003
184.26842,2.1928869,0.08205111
199.53225,0.35424725,0.08205192
232.95094,1.540533,0.08205231
200.19786,-0.21302508,0.08205603
202.02874,0.29612372,0.08205678
231.27413,2.2962994,0.08205819
141.05425,-0.68217965,0.08205854
163.50072,0.51245024,0.08205866
231.22396,0.44697541,0.08206443
178.89263,-1.3545392,0.08206546
218.32004,-1.2526362,0.08207043
165.87127,-1.2401103,0.0820705
196.78844,-0.029726437,0.08207083
184.44473,0.64202268,0.0820732
198.4501,-1.126436,0.08207345
192.6996,-0.24020567,0.08207443
172.08037,1.2207207,0.08207645
201.52159,1.235973,0.08208442
199.56707,-0.00064221892,0.08208533
201.87734,1.2650686,0.08208766
199.8664,-1.2045431,0.08208837
198.04244,-1.4064639,0.08209012
183.47657,0.005328606,0.08209109
195.74026,0.46869481,0.08209267
198.2146,0.073668382,0.08209296
210.67117,-0.19041706,0.08209364
225.51441,1.8085602,0.08209386
205.59213,2.2872612,0.08209424
234.59029,-0.98600788,0.08209451
191.02526,-0.81841189,0.08209644
181.78357,-0.88163275,0.08209665
214.55856,-1.0461956,0.0820992
199.76843,-0.98982476,0.08210064
210.64709,-0.15173174,0.0821012
183.46002,-0.23988046,0.08210291
168.36864,1.7781482,0.08210495
234.28686,-0.50647196,0.08210525
169.66755,1.1436293,0.08211253
231.86881,2.0725784,0.0821147
178.89326,-1.374211,0.08211608
233.39135,0.1592807,0.08211683
191.5973,0.18097285,0.08212004
191.04084,1.3019852,0.08212013
201.10704,-1.0880681,0.08212037
217.78785,-0.83053783,0.08212079
232.53873,-0.87388642,0.0821214
184.55582,1.797612,0.08212181
191.21774,-0.43044635,0.08212335
191.34809,-1.2377829,0.08212451
231.03718,0.83315598,0.08212651
195.22757,-0.6980487,0.08213048
183.11776,0.15799239,0.0821308
201.68187,0.3302342,0.08213203
230.68249,1.7315974,0.08213282
183.82718,2.185497,0.08213353
225.60242,-1.3821229,0.08213438
192.07499,0.47116732,0.08214018
214.04927,1.8679818,0.08214048
193.66179,-0.89763721,0.08214367
209.69777,1.8147033,0.08214498
230.56714,2.0664922,0.08214857
183.65692,0.23049837,0.0821519
231.71305,2.1206977,0.08215198
193.24731,0.26129096,0.08215399
182.55798,-0.43657119,0.08215455
231.63358,-0.50693041,0.08215656
142.86622,1.9915405,0.0821608
179.80851,-1.2986543,0.08216152
151.85818,1.1759347,0.08216471
215.14654,-1.4134401,0.08217585
210.23547,0.13664464,0.08217588
230.8361,-0.59512798,0.0821771
142.35486,1.6163554,0.08218308
181.02472,1.4314773,0.08218347
201.14378,-0.22246899,0.08218509
180.12013,1.865164,0.08218546
243.39252,0.75643689,0.08218662
231.66404,2.241433,0.08218715
197.23067,-0.69870989,0.08218905
180.78378,-1.4900182,0.08219051
190.91685,-0.085131598,0.08219299
194.23386,-1.3683336,0.08219423
181.13532,1.0013026,0.08219457
214.44256,-0.50437336,0.08219588
185.0527,2.0874302,0.08219635
219.20287,-0.580501,0.08219815
200.26914,-0.2460589,0.08219874
195.252,0.79120981,0.08220042
234.08318,-0.85994732,0.0822037
162.33458,-0.63617623,0.08220433
210.98081,-0.047713133,0.08220658
198.9731,0.15694529,0.08220764
125.44373,1.129849,0.08220825
197.67717,0.49552393,0.08221254
192.94268,-0.93950682,0.08221379
219.86172,1.0174817,0.08221408
194.07528,-0.093887229,0.08221441
181.7687,1.5266771,0.08221635
183.98234,2.016336,0.08221778
214.38359,-0.48489417,0.08221795
225.17695,1.7993436,0.08222125
191.45262,0.68338694,0.08222222
244.41342,-1.2561329,0.0822249
192.52674,-0.45410221,0.08222532
203.9241,1.7274579,0.08222736
188.38681,2.2940367,0.08222777
234.55639,-0.96430471,0.08223091
210.41613,1.0198963,0.08223203
192.40597,-0.18354038,0.08223252
159.91266,2.3528034,0.08223649
168.22948,2.3898323,0.08224165
203.51119,-1.2586306,0.08224566
219.10011,-0.58560309,0.08224861
234.00501,1.1768008,0.08225302
197.82683,-1.31107,0.08225531
183.76444,0.48852048,0.08225633
214.69441,-1.1373296,0.08225708
180.68803,0.99559736,0.08225957
180.93733,-1.3804089,0.08226017
200.90642,2.4097392,0.08226498
193.34099,0.84076787,0.08226544
198.87073,-0.12154187,0.08226645
160.88842,0.37212444,0.08226771
182.00912,-0.4368402,0.0822694
222.10206,-1.1342567,0.08227292
191.02527,0.034986856,0.08227362
195.64946,-0.59970667,0.08227839
164.41717,0.33928601,0.08227913
160.39685,1.5659209,0.08228252
214.69854,-1.1819774,0.0822826
201.5316,0.18022578,0.08228271
184.41296,0.65380364,0.08228358
159.84176,1.9146382,0.08228389
231.0215,0.8258575,0.08228496
200.69605,-0.22992012,0.08228508
183.11443,-0.10701753,0.0822871
191.64563,0.0062300963,0.08228803
243.09663,-0.42083894,0.08229123
181.02926,2.4184806,0.0822921
180.94806,2.435754,0.08229227
168.83393,0.96750357,0.0822929
188.74693,1.8407219,0.08229871
201.68259,0.45140721,0.08230145
177.73194,-0.9164735,0.08230341
191.62769,-0.38179232,0.08230554
191.13538,0.61349586,0.08230726
200.979,-1.0872297,0.08230802
196.33452,-0.83999849,0.08230852
199.70653,-0.4120939,0.08230957
199.67637,-0.93459506,0.08231052
191.01625,0.77303226,0.08231227
200.96499,1.8847651,0.08231244
199.94731,-0.95166264,0.08231286
224.05849,-0.17892636,0.08231767
183.89487,1.9569038,0.08232117
183.36455,0.29194583,0.08232234
196.11669,0.25134318,0.08232366
192.95388,-0.89806273,0.08232437
220.04576,0.61811771,0.08232479
231.95114,-0.74203861,0.08232526
181.20107,-0.96291482,0.08232542
183.57936,1.275352,0.08232553
192.18257,0.30970075,0.0823259
191.13004,1.776316,0.08232646
219.87043,0.68959668,0.08232655
184.9502,2.0857832,0.08232719
180.98968,1.4685027,0.08232804
201.47922,0.075469099,0.08233078
191.14468,-0.39053637,0.08233444
151.1766,1.1995329,0.08233592
190.8817,0.70104,0.08233593
232.64024,1.7979252,0.08233626
180.80045,-1.4883593,0.08233882
201.31329,0.54179481,0.08234238
148.24054,0.11791934,0.08234423
235.577,-1.2810362,0.0823449
168.49557,2.0102455,0.08234554
222.81373,0.73841879,0.0823471
230.69912,1.0876226,0.08234784
200.74065,-0.99969111,0.0823492
230.80361,2.2968722,0.08234967
193.06055,-0.7020996,0.08234987
224.78844,1.1961933,0.08235261
149.71654,1.0628813,0.08235767
162.94441,-0.92002266,0.0823582
193.16085,0.46343972,0.08236248
192.8322,-0.5435839,0.08236309
191.10232,1.7657024,0.08236422
181.66722,-1.1233551,0.08236481
160.90139,0.36375921,0.08236722
233.35718,0.34600616,0.08236749
149.59584,0.95273372,0.08236951
200.23079,1.4477973,0.08236977
194.52924,-1.4658194,0.08237004
188.84723,1.7245062,0.08237267
192.01629,0.10474223,0.08237318
223.46312,2.1737562,0.0823778
195.2033,1.2083417,0.08238164
183.03064,0.21792404,0.08238268
183.15344,0.19381229,0.08238281
197.96651,-0.63846441,0.08238391
196.83842,-1.2968958,0.08238439
231.2579,2.3114825,0.0823847
181.85632,-0.41270956,0.082385
191.4187,-0.58043257,0.08238528
178.92954,-1.4020253,0.08238611
181.74159,1.4806651,0.08238616
217.63003,-0.82280834,0.08238833
196.77924,-0.038638194,0.08239279
159.24186,-0.64477716,0.08239438
182.91621,0.27108854,0.08239564
188.7549,1.7369743,0.08239815
184.44655,0.59752218,0.08239927
191.69725,0.21307834,0.08240224
233.60955,0.18185188,0.08240321
202.22233,0.84199184,0.08240394
190.082,1.0597916,0.0824079
201.65124,0.26336053,0.08240971
168.61631,2.1537561,0.0824132
212.85201,-0.27301979,0.08241674
233.36801,0.30281174,0.08241812
198.14856,-0.79069476,0.08242302
191.08556,0.99156158,0.0824247
201.16635,-1.0879401,0.08242574
143.77343,-0.018898865,0.08242688
220.0453,1.0857938,0.08242791
183.13521,0.93449853,0.08242879
168.62138,-0.41569226,0.0824321
195.16907,1.0655231,0.08243288
183.06839,0.3655405,0.08243393
184.08644,0.43078169,0.08243611
199.92213,-1.017193,0.08243853
233.01801,-0.58637154,0.08244029
231.14892,2.2554165,0.08244138
190.7429,-0.10331723,0.08244161
147.48643,-0.97518784,0.0824445
180.70786,1.0753424,0.08244945
201.26016,1.2829043,0.08245125
176.74576,-1.3422206,0.08245181
195.84034,-0.77061024,0.08245283
197.64111,-0.44373211,0.08245434
191.63372,-0.64354768,0.08245813
208.6705,-0.080623771,0.08245951
165.9419,-0.80342556,0.08245998
199.84385,-1.1294212,0.08246148
231.29572,2.3395094,0.08246407
199.90426,-0.76767907,0.08246665
240.97093,-0.49698764,0.08246671
182.21041,1.3893033,0.08246879
199.60147,-0.98404367,0.08247026
150.81558,1.1622012,0.08247346
233.53406,0.37199465,0.0824774
191.61314,0.67056433,0.08247992
211.58269,-0.78924786,0.08248106
230.7865,1.6635856,0.0824826
202.70993,1.4167556,0.08248314
165.49167,-0.52662767,0.08248463
200.4685,-0.94975202,0.08248562
219.7427,1.1890808,0.08248603
220.92102,-1.0791131,0.0824862
214.4764,-1.0173647,0.0824898
232.50745,-0.77820702,0.08249047
203.33357,0.35425264,0.08249395
199.5738,-0.096149757,0.08249689
200.38802,2.4044837,0.08249935
180.9636,1.130343,0.08249953
240.94147,0.59696363,0.08250522
180.12245,-0.55240845,0.08250542
192.8261,-0.70406056,0.08250629
181.01475,1.3736234,0.08250936
181.03411,1.3841234,0.08251014
202.56477,2.4828687,0.08251294
200.75939,1.2777746,0.08251339
159.31578,0.080528787,0.08251377
232.32176,1.9587824,0.08251899
201.19205,-1.4279522,0.08251917
183.3773,0.28084054,0.08252151
184.56593,0.73540086,0.08252453
210.21166,0.82040617,0.08252623
202.17322,1.9669501,0.08252635
149.50814,0.29610635,0.08252737
200.0214,-1.4664881,0.0825275
194.66404,2.2222372,0.08252977
230.87055,-1.2160866,0.08252994
192.74528,-0.3717035,0.08253029
223.93794,-0.27357235,0.08253153
191.80343,-0.85654073,0.08253282
243.65764,0.88065643,0.08253445
196.76987,-0.039148154,0.08253553
184.32597,2.1993579,0.08253708
192.99608,-0.61562055,0.08253735
180.06675,-0.74271807,0.08254186
149.77435,1.0866231,0.08254219
178.39462,0.17791334,0.08254247
181.22036,-0.94556724,0.08254275
198.49765,-1.2146208,0.08255296
191.21578,1.8504073,0.08255526
207.70131,-1.265779,0.08255684
233.35902,0.33736567,0.08256026
191.66337,-0.32361723,0.08256572
224.16413,0.049885816,0.08256716
200.41715,0.20073774,0.0825676
197.65022,1.3072866,0.08256902
197.65123,1.3561219,0.08256908
224.00967,0.39688734,0.08257104
227.8564,-0.85598185,0.08257115
233.31216,0.11931009,0.08257315
194.9732,0.75050976,0.08257712
199.79033,-1.0433224,0.08257741
211.56682,-0.64112097,0.08257761
198.01841,-0.33378682,0.08258414
182.34892,1.2428916,0.08258596
191.55092,-1.3190362,0.08258635
214.40901,-0.48217347,0.08258954
201.94226,0.96784764,0.0825947
195.76395,0.58028316,0.08259802
235.71581,0.0266259,0.0826
145.86812,0.82938446,0.08260037
200.13111,-1.4551256,0.08260226
142.56721,1.4632783,0.08260299
193.35189,0.53124134,0.08260384
199.17868,-0.36966539,0.08260613
180.99693,1.241992,0.08260839
181.02249,1.4769038,0.08260868
221.62491,-0.32971151,0.08260977
180.13828,-0.59153415,0.08261096
233.60844,0.35260768,0.08261131
201.63833,1.2773141,0.08261175
201.67921,-0.038229616,0.08261265
160.92535,0.46865798,0.08261508
223.89241,-0.19912703,0.08261518
166.43584,-1.1871708,0.08261675
202.41118,0.92162518,0.08261689
199.81082,-0.89953874,0.08261908
200.4583,1.43241,0.08262195
196.88078,0.14266688,0.08262382
197.31005,1.1981515,0.08262447
232.84981,1.995151,0.08262516
219.69286,1.1160153,0.08262575
192.06942,0.49451402,0.08262943
159.75667,0.26432491,0.08263596
201.28302,1.2965082,0.08263993
231.22753,2.2234797,0.08263995
150.08257,1.4364245,0.08264167
231.53607,1.2711786,0.082642
159.27398,-0.70871552,0.08264595
191.10013,0.75613006,0.0826461
159.42306,0.091797813,0.08264635
191.80452,-0.34924656,0.08264649
142.21962,1.8114418,0.08264735
153.91696,0.22794016,0.08264837
199.8386,-1.1403328,0.08265019
142.26378,1.6619989,0.08265319
178.20416,-0.26423925,0.08265453
233.38103,0.21268781,0.08265526
150.63099,1.1502416,0.08265854
219.51407,0.76202171,0.08266068
180.15009,-0.52691474,0.08266269
195.03218,-0.12781966,0.08266363
228.8648,0.31739189,0.0826645
199.57296,-0.095512374,0.08266485
176.92522,-1.3940923,0.08266731
193.71682,0.068109158,0.08266877
200.90659,-1.2161364,0.08266958
191.30037,1.5513338,0.08267044
159.79903,2.2277738,0.08267163
197.79291,0.43940297,0.08267321
195.75125,-0.48137253,0.08267558
198.18377,-0.89906125,0.08267602
195.87064,-0.94315925,0.08267638
225.21149,1.4920679,0.08267744
191.01212,1.9430441,0.08267786
203.81458,0.36791259,0.0826788
202.60597,1.494693,0.08268163
193.65768,-0.18455183,0.08268337
197.55439,-0.43028042,0.082685
231.10145,2.3072949,0.08268561
190.88758,-0.48219213,0.08268636
198.08865,-0.80267965,0.08268686
219.62273,0.79336147,0.08268715
191.63121,-0.3813413,0.08268852
158.90527,-0.033193851,0.08268926
190.65619,0.63447734,0.08269223
190.9022,0.69847414,0.08269528
222.27617,-1.3640573,0.08269719
197.72306,0.12732277,0.08269752
235.9689,0.446957,0.08269892
196.72152,-1.0329629,0.08270188
181.03684,-0.2064535,0.08271343
149.83289,1.0604444,0.08271644
197.25734,-1.4583667,0.08271744
194.99348,-1.1720379,0.08271774
233.04146,-0.6473934,0.08272145
233.0326,-0.5692743,0.0827243
208.62134,-0.045451017,0.0827262
158.77808,-0.030326485,0.08272831
181.04401,-0.21502417,0.08272831
198.07419,0.27980347,0.08273041
184.93091,0.37326002,0.08273352
217.67116,-0.9263026,0.0827344
217.48766,-0.747438,0.08273616
183.12762,0.2840859,0.08273873
190.83845,1.7001737,0.08274107
214.82686,1.8469663,0.08274184
165.66123,0.4729986,0.08274211
214.53177,1.7798229,0.08274454
203.48213,-1.2760497,0.08274832
180.94038,-1.4074248,0.08275268
193.52682,-0.73066828,0.08275288
197.56966,1.3528343,0.08275381
192.5464,-0.28133707,0.08275529
201.79599,1.2239077,0.08275533
235.97286,0.26027525,0.08275624
202.38144,2.4516957,0.08275738
192.83753,-0.56028406,0.08275779
200.01021,-0.80809796,0.08275792
202.55192,2.3462115,0.08275884
207.68903,-0.78399606,0.08276038
230.49042,2.0529839,0.08276284
199.68027,2.4305524,0.08276557
213.29415,-0.71900438,0.08276588
191.97191,0.50460944,0.08276616
235.71162,0.032598429,0.08276655
201.95658,0.96603739,0.08277077
180.68206,-0.46599909,0.08277161
222.00101,-0.30077192,0.08277205
159.35356,-0.70439744,0.08277651
152.81823,0.78425206,0.08277715
240.25354,-0.85662334,0.0827781
177.32946,-0.20649387,0.08277926
202.43201,2.3477412,0.08278321
197.10922,-1.3814963,0.08278391
191.1946,1.5467119,0.0827884
159.83993,2.0169529,0.08279239
190.88329,1.0535382,0.08279346
201.66657,0.45422147,0.0828004
159.83112,2.3217665,0.08280073
197.4786,1.2028323,0.08280081
212.26955,0.10842533,0.08280656
235.99503,0.29246875,0.08280774
165.43742,-0.40113382,0.08280841
191.33255,1.4923974,0.08281185
213.46812,-0.54650646,0.08281545
213.69332,0.29199744,0.08281577
193.35843,0.47763054,0.08282559
191.62328,0.075225217,0.08282754
197.13037,-0.37026955,0.08283216
230.66183,0.93416367,0.0828378
243.82832,0.77232121,0.08283905
149.30969,0.135009,0.08284637
200.98768,1.9178542,0.08284739
230.37885,2.3904777,0.08284962
180.1961,-0.60334352,0.0828532
194.84628,-1.3483507,0.08285425
212.39491,-0.81995946,0.08285472
196.15542,0.73173371,0.08285747
201.01549,-1.0189633,0.08285756
215.51946,-1.0543813,0.08286522
202.3042,1.9915359,0.08286555
225.03877,1.5435781,0.08286881
201.71953,0.23464647,0.08286893
194.4924,-1.4218916,0.08287097
181.55644,-0.57327458,0.08287167
199.75215,-0.37284802,0.08287931
179.85927,-0.43208635,0.08288149
183.69334,1.5964981,0.0828824
212.218,-0.90958694,0.08288368
183.52807,-0.93883592,0.0828858
191.97577,-0.070623306,0.08288738
196.08259,-1.3426554,0.08288943
181.31332,-0.7502922,0.08288963
239.21254,-0.38409491,0.08289059
214.48638,1.7208194,0.08289167
151.59363,1.1070603,0.08289812
225.08559,1.5880328,0.08290233
191.46768,0.67098927,0.08290246
183.68105,-1.0424045,0.08290298
195.97858,-0.7800403,0.08290607
221.56912,1.2491759,0.08290649
201.87923,0.42437531,0.08290768
164.16348,-0.05457368,0.0829101
143.19413,-0.71224996,0.08291017
